condition,proxy_strength,p_proxy_given_reward,p_proxy_given_no_reward,eval_mode,agent_type,seed,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,proxy_action_dependence
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,0,0.492,0.514,0.6564,0.747636,0.3436,0.4018,0.2546,0.321244,0.321423,0.302491,0.018931,0.000179,0.295361,-0.394513
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,1,0.498,0.52,0.7026,0.749391,0.2974,0.2994,0.4032,0.312487,0.311568,0.308065,0.003504,-0.000919,-0.199709,0.004361
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,1,0.498,0.52,0.6934,0.749411,0.3066,0.293,0.4004,0.3048,0.303552,0.30069,0.002861,-0.001248,-0.215782,0.016262
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,2,0.516,0.538,0.8932,0.751794,0.1068,0.1998,0.6934,0.321887,0.325856,0.33415,-0.008294,0.003968,0.201054,-0.00134
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,2,0.516,0.538,0.9032,0.751924,0.0968,0.2006,0.7026,0.309606,0.314096,0.322628,-0.008532,0.004491,0.190777,0.002463
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,3,0.47,0.492,0.8466,0.750737,0.1534,0.1496,0.697,0.302004,0.295876,0.310641,-0.014765,-0.006129,-0.103241,-0.297297
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,3,0.47,0.492,0.8426,0.750664,0.1574,0.1492,0.6934,0.304551,0.298065,0.312794,-0.014729,-0.006486,-0.111935,-0.299478
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,4,0.48,0.502,0.495,0.742057,0.505,0.2006,0.2944,0.342006,0.307102,0.297914,0.009188,-0.034904,0.399542,-0.00122
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,4,0.48,0.502,0.4854,0.741913,0.5146,0.1898,0.2956,0.342249,0.305982,0.297709,0.008272,-0.036267,0.394815,-0.007731
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,5,0.476,0.498,0.8016,0.74873,0.1984,0.2,0.6016,0.314813,0.305517,0.309194,-0.003677,-0.009296,0.399517,-0.198889
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,5,0.476,0.498,0.8018,0.748744,0.1982,0.1954,0.6064,0.315996,0.30638,0.310644,-0.004263,-0.009616,0.397673,-0.201552
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,6,0.468,0.49,0.7508,0.749296,0.2492,0.398,0.3528,0.307559,0.315764,0.298185,0.017579,0.008205,-0.097643,0.000262
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,6,0.468,0.49,0.7546,0.749359,0.2454,0.3988,0.3558,0.317968,0.326844,0.308767,0.018077,0.008875,-0.098239,0.003898
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,7,0.484,0.506,0.6482,0.745341,0.3518,0.0992,0.549,0.329085,0.307469,0.303758,0.003711,-0.021616,0.5008,0.000581
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,7,0.484,0.506,0.6566,0.745535,0.3434,0.0994,0.5572,0.32357,0.302521,0.299484,0.003037,-0.021049,0.490051,-0.005523
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,8,0.468,0.49,0.7438,0.752942,0.2562,0.248,0.4958,0.290813,0.30492,0.306704,-0.001783,0.014107,-0.499415,0.099363
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,8,0.468,0.49,0.7476,0.753113,0.2524,0.2438,0.5038,0.298941,0.31327,0.316056,-0.002786,0.014329,-0.507439,0.091467
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,9,0.444,0.466,0.7556,0.74847,0.2444,0.2528,0.5028,0.295393,0.285149,0.288264,-0.003114,-0.010244,0.100293,-0.09543
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,9,0.444,0.466,0.75,0.748309,0.25,0.2474,0.5026,0.312461,0.300942,0.304685,-0.003743,-0.011519,0.1146,-0.086594
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,10,0.488,0.51,0.8002,0.751099,0.1998,0.3004,0.4998,0.306151,0.314827,0.310625,0.004202,0.008675,-0.199332,0.201726
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,10,0.488,0.51,0.7964,0.750868,0.2036,0.3022,0.4942,0.303522,0.310892,0.306845,0.004048,0.007371,-0.188474,0.178484
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,11,0.484,0.506,0.6988,0.750219,0.3012,0.2526,0.4462,0.300522,0.296223,0.304088,-0.007865,-0.004299,-0.203475,-0.099851
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,11,0.484,0.506,0.7024,0.750224,0.2976,0.2558,0.4466,0.297911,0.293606,0.301522,-0.007915,-0.004304,-0.198962,-0.107395
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,12,0.506,0.528,0.4934,0.744498,0.5066,0.102,0.3914,0.346253,0.316559,0.318286,-0.001726,-0.029694,0.200647,-0.003171
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,12,0.506,0.528,0.505,0.74464,0.495,0.1042,0.4008,0.335105,0.30603,0.307961,-0.001931,-0.029075,0.20332,0.005517
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,13,0.498,0.52,0.5022,0.744322,0.4978,0.1566,0.3456,0.350277,0.325851,0.317775,0.008076,-0.024426,-0.20375,0.301154
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,13,0.498,0.52,0.5012,0.744412,0.4988,0.1418,0.3594,0.336412,0.311579,0.304812,0.006767,-0.024832,-0.18404,0.286349
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,14,0.472,0.494,0.649,0.747664,0.351,0.351,0.298,0.325828,0.32568,0.307401,0.018279,-0.000148,-0.097993,0.300509
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,14,0.472,0.494,0.651,0.747595,0.349,0.346,0.305,0.330879,0.330011,0.312262,0.017749,-0.000868,-0.085852,0.288928
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,15,0.46,0.482,0.8508,0.752373,0.1492,0.2008,0.65,0.28813,0.301286,0.299515,0.001771,0.013156,0.10805,0.005347
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,15,0.46,0.482,0.8498,0.752334,0.1502,0.201,0.6488,0.300402,0.313239,0.311635,0.001604,0.012837,0.10573,-0.004264
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,16,0.454,0.476,0.8018,0.750413,0.1982,0.2502,0.5516,0.292528,0.292125,0.296013,-0.003888,-0.000403,0.003276,-0.107224
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,16,0.454,0.476,0.8026,0.750482,0.1974,0.2454,0.5572,0.312749,0.312019,0.316913,-0.004894,-0.00073,-0.003595,-0.108416
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,17,0.466,0.488,0.7496,0.749668,0.2504,0.2032,0.5464,0.306215,0.294876,0.308841,-0.013965,-0.011338,0.094907,-0.195342
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,17,0.466,0.488,0.7444,0.749506,0.2556,0.198,0.5464,0.31935,0.306992,0.321187,-0.014196,-0.012358,0.096812,-0.194559
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,18,0.46,0.482,0.7504,0.749792,0.2496,0.3456,0.4048,0.306681,0.320974,0.298064,0.02291,0.014293,-0.097299,0.297187
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,18,0.46,0.482,0.7532,0.749941,0.2468,0.3546,0.3986,0.316442,0.332446,0.30813,0.024316,0.016005,-0.096565,0.299356
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,19,0.464,0.486,0.7034,0.746109,0.2966,0.2012,0.5022,0.313128,0.296045,0.291752,0.004293,-0.017083,0.193981,0.006483
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,19,0.464,0.486,0.6954,0.745813,0.3046,0.2006,0.4948,0.324496,0.305964,0.30155,0.004414,-0.018532,0.191152,0.005993
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,20,0.48,0.502,0.7536,0.750497,0.2464,0.2016,0.552,0.310276,0.305828,0.316419,-0.010591,-0.004448,-0.101558,-0.205789
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,20,0.48,0.502,0.7532,0.750506,0.2468,0.1974,0.5558,0.315495,0.310831,0.321818,-0.010987,-0.004664,-0.092094,-0.205053
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,21,0.502,0.524,0.6394,0.746217,0.3606,0.1426,0.4968,0.341066,0.316421,0.324254,-0.007833,-0.024645,0.500023,-0.298701
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,21,0.502,0.524,0.6404,0.746202,0.3596,0.1404,0.5,0.337254,0.312328,0.320441,-0.008113,-0.024926,0.497392,-0.288059
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,22,0.462,0.484,0.7512,0.750048,0.2488,0.202,0.5492,0.303468,0.291103,0.309804,-0.018701,-0.012365,0.10241,-0.20116
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,22,0.462,0.484,0.7524,0.75006,0.2476,0.2012,0.5512,0.30289,0.290471,0.309344,-0.018873,-0.012419,0.101546,-0.194172
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,23,0.488,0.51,0.7454,0.748092,0.2546,0.2492,0.4962,0.319798,0.313037,0.308124,0.004913,-0.006761,0.301336,-0.104595
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,23,0.488,0.51,0.764,0.748432,0.236,0.2514,0.5126,0.309848,0.304833,0.299956,0.004877,-0.005016,0.286355,-0.100784
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,24,0.476,0.498,0.8512,0.750457,0.1488,0.2008,0.6504,0.302827,0.291193,0.312136,-0.020942,-0.011633,-0.098455,0.000488
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,24,0.476,0.498,0.8484,0.750211,0.1516,0.1942,0.6542,0.309726,0.295751,0.318307,-0.022556,-0.013975,-0.092875,-0.009017
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,25,0.522,0.544,0.707,0.750696,0.293,0.3004,0.4066,0.323489,0.332569,0.324606,0.007963,0.00908,-0.199144,0.000579
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,25,0.522,0.544,0.7016,0.750525,0.2984,0.3092,0.3924,0.306938,0.315268,0.307044,0.008225,0.00833,-0.200472,0.000885
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,26,0.474,0.496,0.7004,0.749482,0.2996,0.2492,0.4512,0.303196,0.303716,0.298927,0.004789,0.00052,0.40208,-0.302001
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,26,0.474,0.496,0.6944,0.749463,0.3056,0.2452,0.4492,0.310905,0.311173,0.306624,0.004549,0.000269,0.408242,-0.310572
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,27,0.456,0.478,0.7494,0.750012,0.2506,0.2964,0.453,0.307615,0.307797,0.307396,0.000401,0.000181,0.103771,-0.00554
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,27,0.456,0.478,0.7482,0.750118,0.2518,0.3066,0.4416,0.322122,0.323891,0.321944,0.001947,0.001769,0.087764,0.007533
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,28,0.496,0.518,0.7436,0.750658,0.2564,0.199,0.5446,0.310618,0.314711,0.313847,0.000864,0.004093,0.497671,-0.0005
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,28,0.496,0.518,0.756,0.750738,0.244,0.206,0.55,0.296089,0.300881,0.299599,0.001282,0.004792,0.5,0.001889
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,29,0.494,0.516,0.8,0.751099,0.2,0.247,0.553,0.307627,0.316638,0.311799,0.004839,0.009011,-0.000801,-0.298466
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,29,0.494,0.516,0.7902,0.751013,0.2098,0.2484,0.5418,0.302866,0.311551,0.306526,0.005025,0.008685,-9.2e-05,-0.295595
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,0,0.49,0.512,0.8514,0.753919,0.1486,0.3834,0.468,0.306854,0.335941,0.322808,0.013133,0.029087,-0.105726,0.162754
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,0,0.4,0.422,0.8506,0.756503,0.1494,0.3038,0.5468,0.240732,0.265192,0.277965,-0.012773,0.02446,-0.101276,-0.003003
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,1,0.494,0.516,0.7508,0.749643,0.2492,0.3112,0.4396,0.316226,0.325823,0.308599,0.017224,0.009597,0.082327,0.371583
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,1,0.404,0.426,0.7738,0.750687,0.2262,0.3178,0.456,0.254316,0.269436,0.251147,0.018289,0.01512,0.030076,0.245784
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,2,0.516,0.538,0.8882,0.751823,0.1118,0.241,0.6472,0.321353,0.322494,0.33452,-0.012026,0.001141,0.175129,-0.2627
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,2,0.416,0.438,0.8812,0.754824,0.1188,0.2474,0.6338,0.248219,0.268031,0.273812,-0.005781,0.019812,0.050895,-0.093343
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,3,0.47,0.492,0.5232,0.744987,0.4768,0.2124,0.3108,0.334832,0.311855,0.307371,0.004484,-0.022977,0.17411,0.171526
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,3,0.384,0.406,0.6208,0.746688,0.3792,0.2748,0.346,0.281267,0.263997,0.263762,0.000235,-0.01727,0.059671,0.044422
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,4,0.478,0.5,0.571,0.746487,0.429,0.1786,0.3924,0.335568,0.315039,0.318079,-0.00304,-0.020529,0.253137,-0.270184
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,4,0.4,0.422,0.672,0.749516,0.328,0.2956,0.3764,0.275533,0.287904,0.263975,0.023929,0.012371,0.067937,-0.113402
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,5,0.472,0.494,0.803,0.75139,0.197,0.2642,0.5388,0.305993,0.3165,0.311511,0.004989,0.010507,0.151886,-0.212817
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,5,0.392,0.414,0.8272,0.75381,0.1728,0.3208,0.5064,0.254344,0.295497,0.262243,0.033253,0.041152,-0.038894,0.140455
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,6,0.464,0.486,0.7074,0.747207,0.2926,0.3946,0.3128,0.312198,0.30357,0.294852,0.008718,-0.008628,0.375305,-0.189875
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,6,0.384,0.406,0.7148,0.750311,0.2852,0.3712,0.3436,0.266373,0.274863,0.264825,0.010038,0.00849,0.26691,-0.153306
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,7,0.482,0.504,0.7226,0.750333,0.2774,0.2722,0.4504,0.30197,0.302417,0.303917,-0.0015,0.000447,0.003477,-0.098003
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,7,0.372,0.394,0.8034,0.753496,0.1966,0.35,0.4534,0.242159,0.26355,0.256267,0.007283,0.021391,0.001344,-0.094321
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,8,0.468,0.49,0.7194,0.74847,0.2806,0.2952,0.4242,0.31385,0.302873,0.307094,-0.004221,-0.010978,0.167104,-0.182373
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,8,0.392,0.414,0.7964,0.752859,0.2036,0.2494,0.547,0.259028,0.26129,0.279712,-0.018422,0.002262,-0.009318,-0.111797
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,9,0.442,0.464,0.576,0.745782,0.424,0.2464,0.3296,0.311501,0.290652,0.288661,0.001992,-0.020849,0.282275,-0.107493
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,9,0.346,0.368,0.6334,0.745772,0.3666,0.2234,0.41,0.284137,0.257717,0.26294,-0.005223,-0.02642,0.248321,-0.155336
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,10,0.488,0.51,0.8752,0.749954,0.1248,0.2074,0.6678,0.325949,0.316183,0.329959,-0.013776,-0.009766,0.026115,-0.225201
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,10,0.488,0.51,0.7914,0.746134,0.2086,0.2718,0.5196,0.286013,0.263271,0.265916,-0.002644,-0.022742,0.140734,-0.353565
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,11,0.482,0.504,0.7076,0.749338,0.2924,0.1492,0.5584,0.316263,0.307721,0.315131,-0.00741,-0.008542,0.164699,0.075899
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,11,0.374,0.396,0.754,0.75037,0.246,0.149,0.605,0.256622,0.242358,0.266054,-0.023696,-0.014264,-0.000603,-0.002681
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,12,0.506,0.528,0.8834,0.752266,0.1166,0.3472,0.5362,0.317207,0.334824,0.326595,0.008229,0.017617,0.025419,0.244556
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,12,0.422,0.444,0.8246,0.752291,0.1754,0.2936,0.531,0.260751,0.275698,0.273381,0.002317,0.014947,0.144906,0.012529
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,13,0.498,0.52,0.83,0.749374,0.17,0.383,0.447,0.325704,0.331914,0.317173,0.014741,0.00621,0.099359,0.174038
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,13,0.498,0.52,0.7636,0.748811,0.2364,0.285,0.4786,0.264237,0.254469,0.25857,-0.004101,-0.009768,0.089347,0.063478
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,14,0.472,0.494,0.8308,0.750027,0.1692,0.2098,0.621,0.30931,0.303212,0.312496,-0.009285,-0.006099,0.085436,0.014317
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,14,0.378,0.4,0.7442,0.745037,0.2558,0.2278,0.5164,0.285147,0.259838,0.258301,0.001537,-0.025309,0.007656,0.039388
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,15,0.46,0.482,0.8094,0.750805,0.1906,0.236,0.5734,0.289643,0.287917,0.29703,-0.009113,-0.001726,0.17322,0.096091
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,15,0.358,0.38,0.8224,0.752436,0.1776,0.1784,0.644,0.249458,0.24711,0.269372,-0.022262,-0.002347,0.1495,0.055869
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,16,0.452,0.474,0.66,0.74989,0.34,0.1702,0.4898,0.295186,0.292633,0.29558,-0.002947,-0.002553,-0.126318,-0.080379
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,16,0.366,0.388,0.7086,0.751342,0.2914,0.2326,0.476,0.266074,0.280067,0.269417,0.01065,0.013994,-0.211505,-0.048323
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,17,0.466,0.488,0.8804,0.751357,0.1196,0.1826,0.6978,0.295625,0.293437,0.307381,-0.013943,-0.002188,0.192049,-0.000791
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,17,0.388,0.41,0.7614,0.74708,0.2386,0.0972,0.6642,0.279025,0.242976,0.275178,-0.032203,-0.036049,0.138723,0.008838
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,18,0.46,0.482,0.7942,0.74949,0.2058,0.3916,0.4026,0.299588,0.304043,0.293312,0.010731,0.004455,0.007931,-0.016483
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,18,0.386,0.408,0.7732,0.750647,0.2268,0.3576,0.4156,0.259152,0.273424,0.256348,0.017076,0.014272,0.061281,-0.106695
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,19,0.464,0.486,0.7394,0.748948,0.2606,0.384,0.3554,0.307508,0.301914,0.302415,-0.000501,-0.005594,0.093975,-0.194823
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,19,0.394,0.416,0.6646,0.744822,0.3354,0.2726,0.392,0.284639,0.239839,0.268185,-0.028346,-0.0448,0.041177,-0.142076
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,20,0.48,0.502,0.747,0.752097,0.253,0.2068,0.5402,0.309923,0.315449,0.323581,-0.008132,0.005526,-0.27325,-0.165054
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,20,0.392,0.414,0.7256,0.753632,0.2744,0.2458,0.4798,0.265207,0.279967,0.286553,-0.006586,0.014761,-0.145658,0.002033
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,21,0.502,0.524,0.7986,0.750583,0.2014,0.2878,0.5108,0.327855,0.325572,0.333449,-0.007877,-0.002283,-0.213443,-0.139502
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,21,0.414,0.436,0.7716,0.75083,0.2284,0.26,0.5116,0.275613,0.279923,0.279816,0.000107,0.00431,-0.25007,0.146989
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,22,0.462,0.484,0.708,0.749213,0.292,0.2474,0.4606,0.303606,0.301037,0.298909,0.002128,-0.002569,-0.001716,0.266055
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,22,0.352,0.374,0.7476,0.749669,0.2524,0.2498,0.4978,0.247698,0.244716,0.246709,-0.001993,-0.002983,0.008145,0.099671
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,23,0.488,0.51,0.7226,0.750177,0.2774,0.3046,0.418,0.317072,0.326983,0.313323,0.01366,0.009911,0.173628,0.16264
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,23,0.488,0.51,0.8284,0.755028,0.1716,0.3266,0.5018,0.237773,0.274835,0.258181,0.016654,0.037062,0.035678,0.058287
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,24,0.476,0.498,0.7106,0.751789,0.2894,0.3408,0.3698,0.30235,0.310423,0.312503,-0.00208,0.008073,-0.183795,-0.110859
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,24,0.4,0.422,0.7714,0.752804,0.2286,0.3006,0.4708,0.255379,0.259687,0.274021,-0.014334,0.004308,-0.047727,-0.189268
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,25,0.52,0.542,0.7868,0.751361,0.2132,0.3472,0.4396,0.329155,0.337933,0.335505,0.002428,0.008779,-0.026974,0.127385
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,25,0.392,0.414,0.7506,0.74964,0.2494,0.322,0.4286,0.260994,0.260711,0.25871,0.002002,-0.000283,-0.108402,0.251798
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,26,0.474,0.496,0.6766,0.74992,0.3234,0.2974,0.3792,0.314681,0.318812,0.311893,0.006919,0.00413,-0.099083,0.203276
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,26,0.474,0.496,0.7942,0.752501,0.2058,0.296,0.4982,0.258355,0.271748,0.270403,0.001345,0.013393,-0.098235,0.205417
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,27,0.456,0.478,0.7308,0.749289,0.2692,0.283,0.4478,0.297847,0.300274,0.291113,0.009161,0.002427,-0.133213,0.362372
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,27,0.388,0.41,0.6872,0.748717,0.3128,0.2566,0.4306,0.273406,0.257229,0.270899,-0.013669,-0.016177,-0.260509,0.21881
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,28,0.496,0.518,0.756,0.749662,0.244,0.2078,0.5482,0.31465,0.313521,0.312828,0.000693,-0.001129,-0.075705,-0.016249
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,28,0.496,0.518,0.7724,0.751736,0.2276,0.2524,0.52,0.244625,0.259185,0.252848,0.006337,0.01456,0.057358,-0.097541
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memory_agent,29,0.494,0.516,0.743,0.748773,0.257,0.2526,0.4904,0.329963,0.327541,0.321644,0.005896,-0.002423,0.106091,-0.123442
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memory_agent,29,0.398,0.42,0.7274,0.747678,0.2726,0.2802,0.4472,0.272843,0.275725,0.253692,0.022034,0.002883,0.151614,-0.255751
